ax_mean,ay_mean,az_mean,gx_mean,gy_mean,gz_mean,ax_var,ay_var,az_var,gx_var,gy_var,gz_var,ax_rms,ay_rms,az_rms,gx_rms,gy_rms,gz_rms,a_max,a_mean,a_min,g_max,g_mean,g_min,a_fft,g_fft,a_psd,g_psd,a_kurt,g_kurt,a_skewn,g_skewn,a_entropy,g_entropy
-2413.547368421053,-1116.4947368421053,1018.3578947368421,10488.8,3282.9894736842107,-15945.01052631579,3091.9993338278537,2215.9367634193427,1566.6716077817766,17259.357051438874,17772.83361973524,23518.69352894575,3930.265740312439,2483.960129775796,1871.47777803644,20225.191794289356,18076.644810362348,28461.351898578832,20574.0,3929.073684210526,0.0,84697.0,27666.273684210526,0.0,21311.078362338394,21311.078362338394,3653310451.7517657,3653310451.7517657,5.7530414855469285,4.406349626120973,183.39398370580508,131.55549094186722,-0.055428249075046905,-0.055428249075046905
-2239.8842105263157,422.0,1150.5052631578947,8144.505263157895,7195.621052631579,-4848.694736842105,1860.4113597695816,1040.66894478099,1552.149264095741,17986.913750566888,20792.93392088976,24911.370651671234,2895.520596769394,1129.7477780926426,1928.673277288384,19619.93723419329,22057.90253950056,25317.756922344986,7325.0,2263.9473684210525,154.0,98304.0,34083.78947368421,80.0,3396.0458688453905,3396.0458688453905,200514652.60870728,200514652.60870728,3.62314308221281,2.8747143995467788,93.06648022382434,71.49473212650642,-0.05610203752260709,-0.05610203752260709
-2174.757894736842,-850.2105263157895,1506.4105263157894,14023.347368421053,-2876.621052631579,-19214.35789473684,2235.2860482743918,2011.5250494249901,1133.4905304913293,16071.581509484846,14980.982034497421,21582.60417747178,3112.628826334151,2185.357439148595,1876.501018833779,21304.826842760303,15254.382669287297,28750.15107951151,14154.0,3162.136842105263,80.0,80242.0,23500.031578947368,195.0,2445.0578016337136,2445.0578016337136,73648264.4555271,73648264.4555271,6.435732603418039,5.8333752625656805,185.51236302112497,155.24562690187946,-0.056036205406935644,-0.056036205406935644
-2145.9578947368423,58.76842105263158,1106.0736842105264,6823.557894736842,5826.252631578947,-7098.168421052632,2219.8870842944575,1187.5457992698489,1942.71344895813,20022.846085662524,17142.027348018506,23616.221589997116,3071.6366047400443,1189.6322695867432,2230.005010615093,21053.700795322122,18160.049720544037,24596.748470607163,13602.0,2395.221052631579,59.0,80619.0,22296.98947368421,1020.0,205.6616193407887,205.6616193407887,26567064.664529685,26567064.664529685,9.401339057603854,3.5109958982280336,240.3811255167151,109.0335094608628,-0.05624651772287736,-0.05624651772287736
-3032.8315789473686,-1677.2526315789473,1058.6736842105263,11777.084210526316,1056.6421052631579,-7201.968421052631,2842.6802413380324,2632.6520780560277,1540.0389134517407,19182.234222946237,16882.414363907283,27664.504321991484,4136.482926351806,3114.4123260804927,1857.799371639241,22360.536994069662,16925.58781285088,28523.65924022778,16414.0,5351.5368421052635,111.0,80516.0,30180.663157894738,994.0,842.0171293908564,842.0171293908564,7626524.605349509,7626524.605349509,2.8232053596090565,2.9499060757305666,97.44382799726608,75.05983891744259,-0.056958830459893334,-0.056958830459893334
-2387.6315789473683,103.09473684210526,1340.8631578947368,5359.821052631579,5745.5368421052635,-6333.38947368421,2474.50800699605,1102.7655854329244,1887.5759868609466,17763.920313683848,18349.961715550635,24951.71587972132,3423.9719794106777,1108.6049460090774,2311.102311611678,18466.400214272522,19282.656816833864,25687.27599702562,12978.0,2092.221052631579,25.0,94320.0,29224.97894736842,689.0,3514.73299913954,3514.73299913954,21903552.626948167,21903552.626948167,9.9548714182758,3.9526638066802864,252.34059373884085,87.94439485838195,-0.05657236062242857,-0.05657236062242857
-2767.0526315789475,-1137.2526315789473,1504.0631578947368,15723.515789473684,225.22105263157894,-17264.42105263158,2217.9608516795397,1918.8101875190973,1281.1937773569098,18331.536999464603,16154.283590478128,22412.959594367338,3537.0245003094724,2229.4775715636306,1966.395692899227,24076.246661060162,16156.333152896063,28135.89454621604,14663.0,3600.0526315789475,8.0,82788.0,23814.547368421052,481.0,4175.0181593925445,4175.0181593925445,26405255.96625629,26405255.96625629,6.29211949382995,4.612127010964862,170.57355027520066,138.26810747672903,-0.056664733075734545,-0.056664733075734545
-2048.021052631579,135.23157894736843,1210.2631578947369,7185.4,6810.8,-8302.263157894737,1855.7848965509993,1204.560128949747,1373.9790013766365,18634.866500599295,19103.827186404305,25229.601470328977,2746.38129755847,1211.5078338908697,1831.6045568385057,19870.870519166332,20371.87660373719,26511.97394922171,9676.0,1744.2947368421053,12.0,71801.0,25803.473684210527,117.0,3980.2774007195926,3980.2774007195926,26908965.400222998,26908965.400222998,7.577634703571886,2.600560566445178,206.98482908154077,67.9571493777258,-0.05659571708327301,-0.05659571708327301
-2608.9375,-1346.7708333333333,1341.4479166666667,8594.625,3992.1979166666665,-6784.03125,2489.2630071910294,2174.0147345083,1085.71480838848,19008.340941752653,20201.18727552532,27341.363187441493,3585.7064360922427,2556.6460328915305,1715.0479797710227,20738.53835857291,20645.323833689716,28121.419637847528,15877.0,4144.822916666667,84.0,86279.0,30731.166666666668,411.0,3201.526765715374,3201.526765715374,30467606.243915044,30467606.243915044,4.776864611391219,2.742992205107744,153.16193439114312,78.75963668739976,-0.05624426140645697,-0.05624426140645697
-1924.4947368421053,428.9684210526316,1173.4526315789474,8092.105263157895,8072.094736842106,-7127.547368421053,1719.0116158666506,943.0692302605863,1643.8520655663285,18264.67917959145,18502.485522384693,25536.89941865078,2563.4149201078585,1041.9639755364815,2012.6904486545525,19854.16251941563,20306.990374589834,26470.8166117847,8200.0,1891.9263157894736,15.0,97239.0,30104.757894736842,749.0,777.3347518720991,777.3347518720991,10902352.554832356,10902352.554832356,6.056955250815415,3.21918516831746,161.1969288911196,84.54108767846296,-0.05711251334088781,-0.05711251334088781
-2866.4736842105262,-1790.9052631578948,1216.378947368421,9223.715789473685,4043.8,-7569.557894736842,2762.5799846519117,2829.853139502484,1358.5248235556612,19383.52690326416,17470.208737089364,26341.565343466063,3976.327346738577,3348.0603497044613,1810.8083045395704,21338.4813051568,17948.949124201055,27342.168203787543,16925.0,4901.61052631579,160.0,82826.0,27691.915789473685,11.0,1183.782224428834,1183.782224428834,8708631.7709601,8708631.7709601,3.2759842845955385,2.952231698437258,111.64484462385361,92.36302543043551,-0.057010794381713574,-0.057010794381713574
-2267.621052631579,293.22105263157897,1124.2842105263157,7752.41052631579,4015.621052631579,-8051.063157894737,2193.839735227341,1117.8153409389888,1724.5658466325194,18763.155723091302,20786.9275040026,24796.070882573047,3138.1518865660237,1160.0394004197942,2052.5039316585203,20185.159257810126,21215.281785096624,25980.12215744548,11286.0,2046.157894736842,4.0,77597.0,29386.0,656.0,1583.1068977327595,1583.1068977327595,16448131.077492107,16448131.077492107,9.636132649793598,2.36397572596388,230.71600179028545,51.04955030090066,-0.056294659513736175,-0.056294659513736175
-2846.684210526316,-1434.1263157894737,1152.421052631579,10999.21052631579,3346.7263157894736,-12226.726315789474,2665.1509709806796,2482.1333592107494,1345.6316237484534,19970.996898205176,15818.681599079677,24373.96695059249,3889.2229409241286,2865.3637006219833,1762.2064339314716,22673.49173606181,16190.442825776472,27142.624611291252,16699.0,4371.694736842105,35.0,70379.0,24050.41052631579,932.0,-1872.9297698966259,-1872.9297698966259,86576058.31272961,86576058.31272961,3.9426624749684573,3.6410501407231726,130.30781699531886,111.38312503790101,-0.05566936538641862,-0.05566936538641862
