ax_mean,ay_mean,az_mean,gx_mean,gy_mean,gz_mean,ax_var,ay_var,az_var,gx_var,gy_var,gz_var,ax_rms,ay_rms,az_rms,gx_rms,gy_rms,gz_rms,a_max,a_mean,a_min,g_max,g_mean,g_min,a_fft,g_fft,a_psd,g_psd,a_kurt,g_kurt,a_skewn,g_skewn,a_entropy,g_entropy
-3130.5757575757575,-1601.1313131313132,160.74747474747474,6445.656565656565,9417.0101010101,1351.7575757575758,1872.28416540849,1374.394411401367,2499.988890755581,23088.100288392652,14923.858718439853,19399.598919012933,3661.2767671478437,2116.241159807796,2505.203626877706,23979.71069445791,17671.938112914122,19447.111451785888,15241.0,4601.363636363636,0.0,38737.0,18993.272727272728,0.0,34904.90196729005,34904.90196729005,9200073842.984835,9200073842.984835,3.8820062543181404,1.4880830532194878,104.81252406630098,2.245316914709525,-0.05553173590081536,-0.05553173590081536
-3213.989898989899,-2307.878787878788,359.75757575757575,5181.161616161616,9028.30303030303,3421.161616161616,1975.1050411246902,3289.5919162823807,2140.9043778183845,21679.651743415652,19726.33277827866,22788.444004471337,3760.837080419005,4020.1041722268287,2173.510245634648,22233.144469462703,21613.17856486564,23084.216012223373,19772.0,5333.868686868687,6.0,65398.0,30908.343434343435,145.0,2955.7121174401545,2955.7121174401545,396102962.2668928,396102962.2668928,3.998258229693441,2.1739191384030074,133.31140474674834,-1.298921068762535,-0.05566772143909438,-0.05566772143909438
-2871.919191919192,-1528.2222222222222,-25.565656565656564,9967.919191919193,7981.939393939394,1738.6363636363637,1678.37918281093,1920.0924113667165,2595.8416580001885,22287.502981162525,14648.358237374861,18917.237500047187,3320.8830850613313,2472.177390582045,2596.09555122902,24394.259497768002,16702.007059577656,19013.730860150044,15184.0,4779.484848484848,143.0,90165.0,22818.434343434343,1478.0,2131.2957456718686,2131.2957456718686,138440235.11086473,138440235.11086473,3.4148933785187956,4.772952297034152,107.62606954184591,116.84872170806173,-0.055683413284541496,-0.055683413284541496
-3595.7676767676767,-1817.6565656565656,584.7272727272727,6686.343434343435,11754.20202020202,1755.2828282828282,2090.3585674183278,2807.930259432174,2474.3142701776947,20858.567718778824,12591.603976067923,20139.726686465183,4157.23145418154,3351.757533840502,2536.9815318463184,21906.391491106337,17165.539976559685,20228.01611002608,19168.0,4958.070707070707,59.0,56696.0,24497.161616161615,167.0,4235.752587398476,4235.752587398476,99961916.92903411,99961916.92903411,4.676586369263903,2.4379246422668817,156.02812962119322,14.898886076515005,-0.056378239531711574,-0.056378239531711574
-2842.3838383838383,-1434.8181818181818,-84.31313131313131,8139.404040404041,8918.767676767677,-1984.010101010101,1964.184951152996,2009.7916983916812,2940.3727641357855,21325.935699483576,14681.95430799235,22837.241298852736,3445.57768389534,2482.9872709860574,2941.96582906633,22823.299150896506,17227.411277180658,22911.958435354984,21776.0,4637.474747474747,17.0,63523.0,22088.646464646463,1779.0,2014.888973978884,2014.888973978884,33190388.840325102,33190388.840325102,6.024493028206595,2.9383075471865427,194.38843601519727,93.61748274891693,-0.05551983394973842,-0.05551983394973842
-3538.4949494949497,-1606.4242424242425,43.56565656565657,11474.747474747475,8166.686868686868,-3590.050505050505,2172.9787020404087,3322.2630306694173,1722.8950333439223,20324.446625029694,11352.555434424161,20136.009181507492,4138.909226578736,3686.5802855790625,1723.6711438442114,23276.587301493328,14053.793737786336,20398.55323226863,20765.0,5297.010101010101,75.0,63259.0,23378.333333333332,273.0,4145.252989120473,4145.252989120473,78570343.22442652,78570343.22442652,4.574228812242765,2.6262534321234083,158.03820894283072,44.16204097447696,-0.05658838952843799,-0.05658838952843799
-3227.979797979798,-2192.848484848485,-362.0808080808081,11931.656565656565,11028.050505050505,997.6565656565657,1959.133078933978,1477.6654823399426,2284.0383709577877,25391.544161275888,14226.575192912544,22410.11832691238,3778.228471630373,2645.8152511908957,2312.1820556750845,27980.212781770108,17977.90497142579,22440.545745897925,17886.0,5782.909090909091,427.0,66891.0,24547.040404040403,1619.0,1596.5062310055716,1596.5062310055716,20299880.465509273,20299880.465509273,3.4405110058652695,3.2238854172383684,100.60778713407062,78.11434649664126,-0.05614754113005687,-0.05614754113005687
-3472.3636363636365,-2072.3535353535353,770.5757575757576,4073.59595959596,13730.121212121212,1777.969696969697,2177.9296405819646,2933.603035950177,1989.3877477698047,20699.639927920995,14067.545475765777,23102.307088455385,4089.6992949644014,3592.160067354314,2136.133940585471,21036.642775707518,19538.52157542979,23191.042205902682,18638.0,5019.373737373738,58.0,98304.0,27333.70707070707,376.0,391.1106190796821,391.1106190796821,10243208.399281573,10243208.399281573,4.059276351490541,3.971527282134861,142.77065444598696,56.87112173200101,-0.056909689352716376,-0.056909689352716376
-3234.656565656566,-1748.4646464646464,-338.7171717171717,8229.242424242424,12106.20202020202,3943.757575757576,1505.8116986126554,1331.7872389899069,2143.5595338272765,24104.59733683727,14202.643720331242,21794.6915777748,3571.7891323621843,2191.138479965116,2170.1533507235304,25376.931698180957,18639.809031947585,22188.559749510012,13312.0,5321.838383838384,1035.0,59648.0,26041.0,270.0,3474.4677946770717,3474.4677946770717,40768502.84876004,40768502.84876004,3.3937330591964363,2.80009467747124,102.6257181363265,34.84847517613268,-0.05694934393422456,-0.05694934393422456
-3315.5656565656564,-2367.40404040404,445.1111111111111,8176.606060606061,11691.151515151516,1214.2222222222222,2166.675373703944,3405.655522523067,2288.2610953524954,22839.62078541661,14353.737039650729,21598.60690938164,3951.976440703915,4149.688187141903,2332.62657261567,24161.289359952494,18715.688170002395,21641.66252785809,22900.0,5302.30303030303,176.0,81067.0,23613.636363636364,480.0,2275.4615436631607,2275.4615436631607,19294832.206689812,19294832.206689812,5.385266214084013,4.011314676314144,181.80826929877696,85.26384721630633,-0.056361341250955925,-0.056361341250955925
