ax_mean,ay_mean,az_mean,gx_mean,gy_mean,gz_mean,ax_var,ay_var,az_var,gx_var,gy_var,gz_var,ax_rms,ay_rms,az_rms,gx_rms,gy_rms,gz_rms,a_max,a_mean,a_min,g_max,g_mean,g_min,a_fft,g_fft,a_psd,g_psd,a_kurt,g_kurt,a_skewn,g_skewn,a_entropy,g_entropy
-3005.1264367816093,-1647.0804597701149,-653.7701149425287,-164.98850574712642,-1604.2643678160919,807.2298850574713,2201.2677660216955,2633.962007328361,1406.088660469006,3330.2055402057363,1345.1275235776566,3825.425642781195,3707.6774773248644,3111.822698314788,1543.43143602207,3334.336970745872,2100.6224228114843,3910.6254387040294,12353.0,5305.977011494253,222.0,11484.0,5064.367816091954,0.0,34913.26344266011,34913.26344266011,8282875342.721516,8282875342.721516,1.9866166985065659,2.302205765058351,22.5762691906264,35.78110582876022,-0.05534350199040951,-0.05534350199040951
-3066.590909090909,-1169.034090909091,-397.28409090909093,-807.0227272727273,-1189.409090909091,-566.4659090909091,2265.1814321636343,1418.3482475778817,2299.450542915699,4646.679280601467,1789.2204377766695,4398.15018738006,3809.5779592066006,1817.3399172967065,2334.3822012180517,4708.917562841419,2155.640334100288,4430.246418603084,9747.0,4636.636363636364,164.0,14083.0,7162.306818181818,182.0,4396.590922200097,4396.590922200097,457075393.95051605,457075393.95051605,2.471111511417173,3.4248591562724306,30.723903001180744,-17.12202031924438,-0.055917809187257014,-0.055917809187257014
-3336.32183908046,-1128.83908045977,-402.58620689655174,-2087.8390804597702,-1008.8390804597701,-752.3793103448276,2289.717333002768,2179.099015795986,1376.2258787912722,3310.198726536217,1318.7950847113168,3426.308128457307,4026.445147861278,2460.3780828045165,1429.1376348379972,3899.5851356118715,1660.550251552489,3504.0285993820535,10467.0,4894.942528735633,10.0,10675.0,5728.528735632184,123.0,2032.6268193697258,2032.6268193697258,145666198.7387915,145666198.7387915,1.871469020118087,1.9132990807205912,1.2779680479937878,-17.642849884131486,-0.05589914313533755,-0.05589914313533755
-2969.9772727272725,-1282.5454545454545,-716.0681818181819,-86.63636363636364,-1301.4318181818182,146.6590909090909,1920.3735683557986,1388.1964608708865,1844.816101763896,4265.267401191004,1643.773107793729,4348.198274720536,3474.276144360538,1893.0147432552708,2007.6897227229294,4266.04480168692,2092.37863230083,4349.246930634816,9104.0,4968.590909090909,1530.0,15312.0,6230.545454545455,27.0,2723.224704514479,2723.224704514479,64839199.38410206,64839199.38410206,1.8936490439255933,3.0556002728694285,21.968429846225348,26.011073694984024,-0.055764877002413595,-0.055764877002413595
-3488.0459770114944,-2020.2183908045977,-29.137931034482758,355.6666666666667,-1886.632183908046,1418.0919540229886,2287.2112553148454,2392.108851304025,2164.772846327828,4474.357175802341,1978.2336254389331,4443.911345917223,4121.861305367959,3093.7758372310172,2165.535767638009,4488.142834564011,2724.4888986047804,4656.0652052352425,11211.0,5577.816091954023,127.0,12962.0,6325.931034482759,124.0,3263.470267537381,3263.470267537381,57053199.52059018,57053199.52059018,1.829452727106702,2.748569873634047,-1.8838558521215711,21.281556118066334,-0.05602669140701702,-0.05602669140701702
-2631.3977272727275,-1471.340909090909,-1063.8863636363637,-821.5454545454545,-1208.2954545454545,-648.6818181818181,1746.181464956843,1378.458748158081,1161.5841564156701,2895.0228727252834,1384.6009149713268,3709.601754438811,3164.838971560653,2009.8176194959492,1559.9051398897773,3014.9282179002053,1841.7344160032708,3771.094545113105,9963.0,5166.625,1203.0,10519.0,4901.363636363636,153.0,2399.0619971329047,2399.0619971329047,18790054.238350354,18790054.238350354,2.2009994404109157,2.185999345865583,35.9258989343975,-3.9783258718609233,-0.055491668147221,-0.055491668147221
-2536.1264367816093,-1388.5977011494253,-737.4827586206897,-146.0344827586207,-1490.0344827586207,-264.367816091954,2331.4761458589073,2020.3628015213937,2168.939612278957,3839.1272640807283,1666.6267483089787,4843.9348679748955,3432.63036939219,2453.7783392007996,2288.0387199319957,3842.175041038215,2235.2572918837645,4849.147113064104,10861.0,4685.908045977011,93.0,13808.0,6551.241379310345,289.0,3533.681298768117,3533.681298768117,25387774.488472536,25387774.488472536,2.076746614517758,2.423409567790148,25.971215258314494,14.856910499529624,-0.05594066780167093,-0.05594066780167093
-3193.409090909091,-1967.5,-572.1363636363636,-574.4886363636364,-1091.715909090909,307.8636363636364,2242.5598633853297,2296.0038722201666,1540.2619010941764,3193.548403819778,1428.190551097807,4331.724473587621,3870.6825830970574,3024.9504578963392,1642.2003324254265,3245.393380344179,1792.2307741268346,4349.404609201753,12482.0,5735.318181818182,50.0,13154.0,5447.136363636364,44.0,4416.236628308823,4416.236628308823,40766330.75973584,40766330.75973584,2.1625877448428144,2.4627690875422825,-0.7820133083363912,44.061954682303494,-0.056487997106901416,-0.056487997106901416
-2918.7241379310344,-981.2183908045977,-732.919540229885,-644.3218390804598,-1345.8275862068965,162.48275862068965,2192.6853446238883,1874.0364501017648,1879.4986709546595,3891.3529703203003,1779.5745735309326,4251.569964914626,3627.1498405107614,2120.201004350902,2012.5318188389174,3943.882765038512,2210.8986236681976,4256.674483111484,9667.0,4632.862068965517,212.0,12587.0,6312.333333333333,544.0,2288.2489207266117,2288.2489207266117,14082646.693464806,14082646.693464806,2.196956162000576,2.5331519268355938,-7.104409261687787,8.930535388457017,-0.056406450400814,-0.056406450400814
-2933.1136363636365,-1710.875,-696.3863636363636,-115.0340909090909,-1491.5,-284.02272727272725,1905.0795291141922,2247.173668945502,1446.5442913141042,3137.6019019065066,1542.5783932856762,4455.348731550151,3507.608220970264,2820.131547141342,1595.3310856142912,3139.910415991919,2135.1642102061974,4463.014447046464,10865.0,5340.375,704.0,10650.0,5389.625,41.0,3154.596434351989,3154.596434351989,25411440.32357759,25411440.32357759,2.0648791648104585,2.2798856372267764,20.124282925574636,-25.095538917290224,-0.05592479659283704,-0.05592479659283704
