ax_mean,ay_mean,az_mean,gx_mean,gy_mean,gz_mean,ax_var,ay_var,az_var,gx_var,gy_var,gz_var,ax_rms,ay_rms,az_rms,gx_rms,gy_rms,gz_rms,a_max,a_mean,a_min,g_max,g_mean,g_min,a_fft,g_fft,a_psd,g_psd,a_kurt,g_kurt,a_skewn,g_skewn,a_entropy,g_entropy
-3019.1875,-783.8645833333334,-1039.3958333333333,-8523.520833333334,-6612.03125,-355.78125,2459.322540397397,2485.3482206548615,1952.364012554313,22166.549463814245,21162.42242001747,22684.319159046023,3893.8783071422936,2609.6068290229723,2213.136678638112,23717.70604421937,22226.647631793614,22685.245704578192,15898.0,4842.447916666667,809.0,63506.0,31313.833333333332,1327.0,36926.42556326516,36926.42556326516,7803138169.491386,7803138169.491386,3.4799208116686557,2.743118294855608,120.60882015768787,29.307920204761018,-0.05528036268688004,-0.05528036268688004
-3132.5625,-2417.5833333333335,-559.46875,-6886.3125,-7363.5,-992.3854166666666,2068.889252447216,3250.985753272878,1730.9789615574218,22015.685858598717,16773.89359638401,24644.72731025668,3751.152514561358,4060.212886967874,1819.6964347339183,23036.915552362185,18341.418287921468,24652.256083157652,17695.0,6109.614583333333,1434.0,83910.0,31333.427083333332,35.0,3521.173232440479,3521.173232440479,461059184.60043824,461059184.60043824,2.826578399708542,3.255089528231528,82.32365301581083,64.4133596485738,-0.05582658202441755,-0.05582658202441755
-3226.041237113402,-1247.9896907216496,-535.4226804123712,-11690.98969072165,-5576.628865979382,1467.1752577319587,2680.6829053767215,2901.1637045280277,1831.445401377913,23244.313946826747,20656.83559403059,19460.6958147498,4183.031653529888,3167.2108855923116,1908.5220006078325,25991.08936285744,21381.862505789686,19538.04755991776,17549.0,5009.453608247422,349.0,81849.0,26685.082474226805,354.0,4087.3918094820856,4087.3918094820856,238149620.02819815,238149620.02819815,3.6228842828737804,3.439905913717612,101.59514339110557,68.20812195927203,-0.05625475417248276,-0.05625475417248276
-3189.6666666666665,-2027.46875,-323.1666666666667,-6763.583333333333,-6133.59375,-1555.9375,1841.3456900407048,3131.2977165967122,1823.8560036178485,21129.953961001072,17792.46741733095,23585.649259417063,3676.5116307218905,3744.782399385844,1849.2817749962642,22203.722174352508,18776.60575939512,23625.8653836214,15983.0,5540.302083333333,1068.0,85535.0,28672.989583333332,295.0,4008.2682389222955,4008.2682389222955,125389628.52884747,125389628.52884747,2.6286501597862713,3.366902027318379,75.47480431826841,81.56071804795215,-0.056116246210787486,-0.056116246210787486
-3303.3854166666665,-787.0833333333334,-593.3333333333334,-5957.71875,-3765.3541666666665,-2235.7395833333335,2633.9067029468824,2201.899285496348,2364.0991844048554,22907.00809235006,20474.852351421137,19682.602074718012,4223.9410223648565,2336.835930626424,2432.9762295043765,23725.22195913911,20798.917144289026,19806.759588742676,12755.0,4683.802083333333,779.0,62127.0,25605.145833333332,1163.0,2513.6641484364804,2513.6641484364804,45667155.72123122,45667155.72123122,2.6642374537728846,1.8648802540510527,80.80394285606181,27.530788211861015,-0.05609779392599733,-0.05609779392599733
-3213.721649484536,-1616.8969072164948,-633.7835051546392,-3971.577319587629,-7075.3917525773195,-3536.3298969072166,2429.1888922641565,3040.136420176917,2523.764183031388,20045.958532352135,16670.694353240473,20667.333691843454,4032.052713255895,3442.9056851300807,2597.231196216066,20442.724258353945,18086.41583631549,20976.90164978475,17705.0,5464.40206185567,1174.0,70635.0,29510.536082474227,858.0,3081.422882665091,3081.422882665091,39460462.07044225,39460462.07044225,4.03003331588285,2.5546815416398228,118.677504305753,61.3808525269085,-0.05641324477783504,-0.05641324477783504
-3231.34375,-665.0,-685.6458333333334,-8393.989583333334,-3782.9791666666665,-1094.1041666666667,2702.6174286960263,2249.5721560813886,2258.6022829539775,21988.09766248044,19732.361253605475,21017.898473328154,4203.413804823805,2348.8015649830163,2360.188984311779,23570.366655196874,20102.065085147347,21049.63239732466,14680.0,4664.072916666667,105.0,60794.0,26795.90625,509.0,1571.1906101189236,1571.1906101189236,21257906.12519199,21257906.12519199,3.081579781449847,2.247651694962003,72.06305165731978,11.128542021474916,-0.056908159453820585,-0.056908159453820585
-3192.0833333333335,-2057.3541666666665,-502.375,-4815.208333333333,-6508.90625,-2949.4270833333335,1596.883976360036,3008.088619359903,2112.3087003111445,22441.3329879977,15892.738388785445,20784.299913973708,3567.091506045226,3655.8639140883424,2167.863089542326,22973.13358033684,17168.15217348924,20968.162027772407,18312.0,5751.8125,1324.0,61031.0,27962.020833333332,187.0,1930.3182632417981,1930.3182632417981,18596809.779004835,18596809.779004835,3.941306870215334,2.2875464242348893,125.87522962944172,22.722568852580167,-0.055886894454244045,-0.055886894454244045
-2957.8865979381444,-362.7938144329897,-788.8350515463917,-8767.60824742268,-3652.2680412371133,-2036.1649484536083,2358.373091637861,1974.2554358472994,1612.8618124620916,21978.4825592704,20466.779571572963,18416.7725896566,3766.2430253202187,2010.9750289375324,1798.12908782847,23638.13285141259,20806.931404563886,18505.532525757146,9626.0,4109.515463917526,892.0,64643.0,23694.680412371134,194.0,3549.5347408097577,3549.5347408097577,34301056.832108475,34301056.832108475,2.213166801857205,3.6336810015154786,46.59746064377145,95.20674305409536,-0.05604275080461912,-0.05604275080461912
-3354.3541666666665,-1932.7395833333333,-444.1458333333333,-3982.34375,-5734.447916666667,-1122.5729166666667,2271.6092023169463,2800.425309078689,2028.4763531568847,21853.321900949442,17580.92189450766,22511.917777747483,4040.92835868195,3410.4177026062366,2075.162920310917,22216.48283721458,18456.692836712376,22530.34745233452,15573.0,5731.239583333333,347.0,69920.0,26715.864583333332,15.0,1338.5283125473316,1338.5283125473316,11626619.508683156,11626619.508683156,2.4467035419620897,2.442924669481101,42.22508569656772,50.35275602211269,-0.056755183381352006,-0.056755183381352006
-3127.6082474226805,-702.0515463917526,-1031.7731958762886,-9000.58762886598,-5037.938144329897,-1856.2268041237114,2553.8872578787214,2563.2471181048813,1855.3390145360593,23438.632237235062,18725.846027742988,22168.06759296227,4031.916067486739,2665.2769551066694,2118.954069940041,25129.898027164178,19463.83258049785,22225.197525591226,16093.0,4861.432989690722,184.0,61957.0,31574.690721649484,339.0,1713.6880888540663,1713.6880888540663,9786922.807579273,9786922.807579273,3.88223169704814,2.1239742882101598,110.76334131335895,-26.346917654578927,-0.05575713938312184,-0.05575713938312184
-3240.9375,-1654.4270833333333,-301.1458333333333,-5682.958333333333,-5302.322916666667,-2235.96875,2059.419412447489,2331.863464755299,2024.6250859094237,20393.861244226573,17660.102839144794,21825.446088094643,3840.6933076377413,2877.6882088029156,2043.0711104853888,21218.57565907759,18406.34878383226,21925.747296510024,14439.0,5196.510416666667,862.0,77758.0,27853.5625,890.0,2838.9871713871926,2838.9871713871926,18855079.43198246,18855079.43198246,2.383229374029592,3.1488718052294105,56.94285646675619,43.30911809287887,-0.055762258624101405,-0.055762258624101405
-3046.8020833333335,-160.85416666666666,-1115.8958333333333,-7540.895833333333,-3197.375,-2734.4375,2541.032353764423,2486.182466672743,1876.9978128339676,21054.328948768707,20244.945704784714,19935.4666692863,3961.306622346975,2491.2383090543544,2172.4997410816877,22422.538928962378,20498.404676746595,20114.046808138835,12949.0,4364.239583333333,176.0,47178.0,24692.041666666668,449.0,2857.269458785335,2857.269458785335,28801630.917906284,28801630.917906284,2.5337029862736506,1.8455560894315255,64.04046791488761,-25.171061067988934,-0.05537069813201813,-0.05537069813201813
-3068.814432989691,-1566.8865979381444,-543.8453608247422,-4282.979381443299,-6619.113402061856,-1306.4226804123712,1986.8562708377108,2528.913972288942,1886.096269948402,20636.80381038286,19567.124580923188,21864.80684743833,3649.95283262844,2992.2642359477477,1958.6089714623447,21101.089752236938,20558.809290503646,21888.87637591295,16360.0,5179.546391752578,341.0,56676.0,26200.659793814433,445.0,-3736.8171222472806,-3736.8171222472806,25916474.542756885,25916474.542756885,3.626196368504744,1.954013073546371,102.34915816922786,-3.592422849214281,-0.057179362620533795,-0.057179362620533795
-2753.2708333333335,-658.1145833333334,-903.09375,-10507.541666666666,-5013.520833333333,-603.375,2438.688099266343,2081.096770347276,1670.2631301870053,22163.533660455058,19069.227631376263,19727.92904196975,3676.4238511539083,2189.691813836672,1891.9958184634907,24546.58655156218,19754.828372345666,19733.947179184233,11378.0,4314.479166666667,686.0,89021.0,25696.25,192.0,1647.2873492563892,1647.2873492563892,42774991.271323375,42774991.271323375,2.674672964349687,3.4290972080289066,67.72980243086681,100.6905820147376,-0.057151212581645655,-0.057151212581645655
-3059.8958333333335,-1835.9166666666667,-179.41666666666666,-5247.40625,-9695.447916666666,-2940.8541666666665,1852.7138344613104,2308.3002949494617,1796.1131906641247,21346.26721240869,19266.740924994258,23170.33252502198,3577.6511294656257,2968.220401885053,1802.907235550404,22014.068419185565,21486.24700995771,23340.70276942906,11216.0,5075.229166666667,1315.0,88484.0,33414.1875,462.0,2943.3935391057566,2943.3935391057566,19379402.9447683,19379402.9447683,1.6702361460615562,3.292989306626165,19.98120460557217,59.48394593749563,-0.05606072577786492,-0.05606072577786492
-3333.4123711340208,-434.5154639175258,-773.5360824742268,-7545.711340206186,-3000.360824742268,-752.0515463917526,2501.8348104756997,2470.92212425674,1997.5357221653846,22452.093947403027,19330.36394831893,18371.776986566736,4162.052877443915,2506.484197222842,2138.9161890821074,23753.491356616734,19560.144743893434,18388.662163824145,13443.0,4554.020618556701,115.0,63782.0,23801.092783505155,418.0,1759.6449060428977,1759.6449060428977,10342123.808387587,10342123.808387587,2.7677688623753345,3.0457005259491177,79.22393310936822,37.83733721993011,-0.056129673801299296,-0.056129673801299296
-2845.4270833333335,-1346.4270833333333,-183.01041666666666,-6731.479166666667,-7389.0,-1494.7708333333333,2132.971134400949,2861.1181096180217,2255.5823364095254,19942.534327029774,16412.923855595727,23200.412851235404,3561.826888164275,3156.8606323503313,2260.613962971859,21066.600768950204,17874.727650605848,23256.677654851446,11758.0,4374.864583333333,874.0,82578.0,32581.395833333332,1217.0,1265.7970295453013,1265.7970295453013,10517393.062542338,10517393.062542338,2.2964792322220275,3.042761610890583,75.39761379614363,45.4310997762297,-0.055784502859928524,-0.055784502859928524
-3099.2886597938145,-59.01030927835052,-571.9381443298969,-7298.061855670103,-1945.4226804123712,-2513.1546391752577,2461.2806179415647,2121.655396257523,1810.5101487678721,20011.018007386774,19009.205201294328,16933.33204249212,3956.8623868481463,2121.7834212279863,1891.7555148155514,21333.27791884985,19081.59418657233,17124.560296860902,9988.0,3741.3298969072166,52.0,43832.0,18688.721649484534,5.0,3069.235405263671,3069.235405263671,33319809.734388728,33319809.734388728,2.3368649639813603,2.2784931793160683,34.23158891550185,16.817989802826133,-0.056093839919130584,-0.056093839919130584
-3011.6979166666665,-1253.6145833333333,-226.39583333333334,-6468.135416666667,-5096.46875,-2771.0,2111.737633749363,2445.8416912908106,1939.936526005522,18765.788847649597,16721.271085170705,20921.626889367773,3668.074695088692,2732.3094951127578,1949.1356845193375,19937.163112357535,17414.034560580247,21098.289892192686,12517.0,4491.708333333333,155.0,75106.0,29093.354166666668,1170.0,1816.4194663172432,1816.4194663172432,19072806.68651855,19072806.68651855,2.4901066226534634,2.880510298496628,66.8774198346806,40.94608716724743,-0.05608195001002624,-0.05608195001002624
-2931.9270833333335,-182.13541666666666,-421.46875,-6445.270833333333,-1918.4791666666667,-1043.3854166666667,2315.327539432266,1984.0016119410916,2260.2792902740825,20423.163210466966,22183.2447976677,16007.565501621684,3726.1737230815384,1986.6702696765426,2299.2476917280283,21528.578054336675,22237.481185583198,16064.072001221131,8901.0,3590.4270833333335,344.0,44948.0,20169.760416666668,355.0,1572.3622954243795,1572.3622954243795,19433270.299185928,19433270.299185928,2.1235671775962173,1.9820133607470194,51.88230000072274,37.43575587822861,-0.05604220581489724,-0.05604220581489724
-2876.59793814433,-688.4845360824743,-492.63917525773195,-6820.268041237114,-2757.546391752577,-3452.9484536082473,2178.5478673713524,1916.7251280276653,2313.943166553412,18145.5320276825,15042.91794540029,14581.566393648302,3599.109044961791,2031.3647410891542,2361.455225809957,19515.7312194785,15235.115912456307,15066.542004699733,9867.0,4057.721649484536,900.0,53429.0,23500.865979381444,217.0,2794.0774932324566,2794.0774932324566,39354975.99772251,39354975.99772251,2.1641971601321974,2.3357140552184417,56.23748385240684,45.91422490335426,-0.056690579935697136,-0.056690579935697136
-2779.3645833333335,-787.3854166666666,-1093.7708333333333,-6362.666666666667,-2702.1666666666665,-3756.46875,2152.5002342096327,2860.9839649486166,1437.3177224017054,22392.063663571196,18073.349806232945,18439.99181505547,3479.8495971449684,2947.57100741441,1838.204853473446,23380.61576436415,18246.498509988156,18890.62422291148,14631.0,4713.3125,5.0,69449.0,24161.09375,609.0,2740.922619449629,2740.922619449629,45268268.75786626,45268268.75786626,2.5532083766845375,2.9195015981643806,54.88311239706855,76.90827400171578,-0.05616505366685478,-0.05616505366685478
-3670.5,-1610.4166666666667,-119.58333333333333,1918.6875,-8712.854166666666,5243.375,2650.4947803625582,2852.6483546599866,3263.204058757947,20888.16385637209,19240.462509966717,21263.67818761005,4455.997052194567,3289.278945174256,3267.7148073998133,20999.296623637183,21133.194875006477,21825.30660914832,18345.0,5415.4375,11.0,40978.0,21270.0,981.0,2755.8757046667097,2755.8757046667097,114414258.57819764,114414258.57819764,2.852400723514498,2.235650637493267,81.92718499793448,-31.98330613931311,-0.055289725937564406,-0.055289725937564406
-3258.061855670103,-820.1237113402062,-1019.7938144329897,-2357.556701030928,-7337.701030927835,-325.6701030927835,2391.4077398857494,2456.702495868399,2537.7865207078803,22016.168680985807,24435.6028698944,18751.767906726665,4026.514022732037,2568.106137608144,2729.7492804322924,22177.581671449538,25427.11253942892,18760.489851384948,12392.0,5285.257731958763,214.0,43096.0,20158.76288659794,504.0,2269.5328224597833,2269.5328224597833,204800901.4070766,204800901.4070766,2.0149012457051967,1.8475653901843543,19.258291924927274,7.129850375388643,-0.05534833469567494,-0.05534833469567494
-3056.375,-1258.0416666666667,-501.375,-5130.677083333333,-6390.822916666667,-412.6145833333333,2632.9492654573987,3082.426563311945,2467.6336407565627,18509.003868627682,15022.268693288577,20353.05279095838,4042.058487021186,3329.346344754978,2514.4952069616943,19222.402810858915,16309.639998645484,20359.125888601324,25693.0,4815.791666666667,205.0,56638.0,25993.177083333332,418.0,2372.8795623194655,2372.8795623194655,382527883.91981846,382527883.91981846,9.990725676095746,2.7059105923116946,200.6559585537065,11.528074268672473,-0.05520313750865329,-0.05520313750865329
-3109.278350515464,-655.1649484536083,-597.7525773195877,-7498.659793814433,-2980.0721649484535,-929.6701030927835,3071.385253295554,2572.1300121248,2231.75027192369,21760.215758017024,23058.576699830992,19705.54420424152,4369.7571495898665,2653.8182471035566,2308.947218481176,23039.420375011498,23238.88065046589,19734.67768001344,13182.0,4761.432989690722,13.0,72243.0,25927.144329896906,789.0,6333.266511564956,6333.266511564956,2935856972.346817,2935856972.346817,2.5846105152328294,3.305463893740429,67.54940240019691,78.33420666635581,-0.053951411803369285,-0.053951411803369285
